condition,incident_id,family,depth,provenance,edge_loss,rwh,descendant_recall,descendant_precision,bsr,rts,false_repair_rate,uer,drr,oh_fhir_reads,oh_model_calls,oh_replays,oh_writes,n_true_contaminated,n_neutralised,n_touched,n_clean,n_retained,n_repaired,n_followups,n_wrong_followups,oh_wall_seconds,oh_capsules,oh_capsule_bytes,oh_rounds
I,INC-F4-T-LAB-01-d3-random60-s0,F4,3,random60,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.035,6.0,6275.0,2.0
A,INC-F4-T-LAB-01-d3-targeted-s0,F4,3,targeted,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,0,,,,
B,INC-F4-T-LAB-01-d3-targeted-s0,F4,3,targeted,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,6,6,0,2,0,,,,
C,INC-F4-T-LAB-01-d3-targeted-s0,F4,3,targeted,0.6666666666666666,0.0,1.0,0.14285714285714285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,7,6,0,0,2,0,,,,
D,INC-F4-T-LAB-01-d3-targeted-s0,F4,3,targeted,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,0,0.0147,3.0,3043.0,1.0
E,INC-F4-T-LAB-01-d3-targeted-s0,F4,3,targeted,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,6,6,0,2,0,0.0101,3.0,3043.0,1.0
F,INC-F4-T-LAB-01-d3-targeted-s0,F4,3,targeted,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0,0,0,0,1,1,3,6,4,0,2,0,0.05,12.0,12394.0,2.0
G,INC-F4-T-LAB-01-d3-targeted-s0,F4,3,targeted,0.6666666666666666,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.0,1.0,1.0,0,0,0,0,1,1,3,6,4,0,2,0,,,,
H,INC-F4-T-LAB-01-d3-targeted-s0,F4,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,6,6,1,2,0,,,,
I,INC-F4-T-LAB-01-d3-targeted-s0,F4,3,targeted,0.6666666666666666,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15,8,4,1,1,1,1,6,6,1,2,0,0.0394,6.0,6309.0,2.0
A,INC-F4-T-ID-04-d4-complete-s0,F4,4,complete,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-ID-04-d4-complete-s0,F4,4,complete,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-ID-04-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-ID-04-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.5,0.875,1.0,0.0,0.0,0.0,7,4,2,0,1,1,2,8,7,0,2,0,0.0322,9.0,8544.0,3.0
E,INC-F4-T-ID-04-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,12,7,4,2,1,1,2,8,8,2,2,0,0.0316,9.0,8544.0,3.0
F,INC-F4-T-ID-04-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0627,18.0,17207.0,2.0
G,INC-F4-T-ID-04-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-ID-04-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-ID-04-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0431,6.0,6079.0,2.0
A,INC-F4-T-ID-04-d4-random20-s0,F4,4,random20,0.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-ID-04-d4-random20-s0,F4,4,random20,0.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-ID-04-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-ID-04-d4-random20-s0,F4,4,random20,0.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0132,3.0,3032.0,1.0
E,INC-F4-T-ID-04-d4-random20-s0,F4,4,random20,0.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0098,3.0,3032.0,1.0
F,INC-F4-T-ID-04-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0626,18.0,17151.0,2.0
G,INC-F4-T-ID-04-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-ID-04-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-ID-04-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0384,6.0,6054.0,2.0
A,INC-F4-T-ID-04-d4-random40-s0,F4,4,random40,0.375,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-ID-04-d4-random40-s0,F4,4,random40,0.375,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-ID-04-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-ID-04-d4-random40-s0,F4,4,random40,0.375,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0123,3.0,3034.0,1.0
E,INC-F4-T-ID-04-d4-random40-s0,F4,4,random40,0.375,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0093,3.0,3034.0,1.0
F,INC-F4-T-ID-04-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0627,18.0,17180.0,2.0
G,INC-F4-T-ID-04-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-ID-04-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-ID-04-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0362,6.0,6069.0,2.0
A,INC-F4-T-ID-04-d4-random60-s0,F4,4,random60,0.625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-ID-04-d4-random60-s0,F4,4,random60,0.625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-ID-04-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-ID-04-d4-random60-s0,F4,4,random60,0.625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.012,3.0,3018.0,1.0
E,INC-F4-T-ID-04-d4-random60-s0,F4,4,random60,0.625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0093,3.0,3018.0,1.0
F,INC-F4-T-ID-04-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0597,18.0,17154.0,2.0
G,INC-F4-T-ID-04-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-ID-04-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-ID-04-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0362,6.0,6032.0,2.0
A,INC-F4-T-ID-04-d4-targeted-s0,F4,4,targeted,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-ID-04-d4-targeted-s0,F4,4,targeted,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-ID-04-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-ID-04-d4-targeted-s0,F4,4,targeted,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0124,3.0,3031.0,1.0
E,INC-F4-T-ID-04-d4-targeted-s0,F4,4,targeted,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0096,3.0,3031.0,1.0
F,INC-F4-T-ID-04-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0618,18.0,17111.0,2.0
G,INC-F4-T-ID-04-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-ID-04-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-ID-04-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0382,6.0,6043.0,2.0
A,INC-F4-T-LAB-01-d4-complete-s0,F4,4,complete,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-LAB-01-d4-complete-s0,F4,4,complete,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-LAB-01-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-LAB-01-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.5,0.875,1.0,0.0,0.0,0.0,7,4,2,0,1,1,2,8,7,0,2,0,0.0302,9.0,8758.0,3.0
E,INC-F4-T-LAB-01-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,12,7,4,2,1,1,2,8,8,2,2,0,0.0307,9.0,8758.0,3.0
F,INC-F4-T-LAB-01-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0622,18.0,17325.0,2.0
G,INC-F4-T-LAB-01-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-LAB-01-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-LAB-01-d4-complete-s0,F4,4,complete,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0391,6.0,6289.0,2.0
A,INC-F4-T-LAB-01-d4-random20-s0,F4,4,random20,0.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-LAB-01-d4-random20-s0,F4,4,random20,0.25,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-LAB-01-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-LAB-01-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,0.5,0.875,1.0,0.0,0.0,0.0,7,4,2,0,1,1,2,8,7,0,2,0,0.0298,9.0,8768.0,3.0
E,INC-F4-T-LAB-01-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,12,7,4,2,1,1,2,8,8,2,2,0,0.0358,9.0,8768.0,3.0
F,INC-F4-T-LAB-01-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0589,18.0,17290.0,2.0
G,INC-F4-T-LAB-01-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-LAB-01-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-LAB-01-d4-random20-s0,F4,4,random20,0.25,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0406,6.0,6314.0,2.0
A,INC-F4-T-LAB-01-d4-random40-s0,F4,4,random40,0.375,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-LAB-01-d4-random40-s0,F4,4,random40,0.375,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-LAB-01-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-LAB-01-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,0.5,0.875,1.0,0.0,0.0,0.0,7,4,2,0,1,1,2,8,7,0,2,0,0.0309,9.0,8739.0,3.0
E,INC-F4-T-LAB-01-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,12,7,4,2,1,1,2,8,8,2,2,0,0.0319,9.0,8739.0,3.0
F,INC-F4-T-LAB-01-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0656,18.0,17235.0,2.0
G,INC-F4-T-LAB-01-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-LAB-01-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-LAB-01-d4-random40-s0,F4,4,random40,0.375,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0407,6.0,6273.0,2.0
A,INC-F4-T-LAB-01-d4-random60-s0,F4,4,random60,0.625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-LAB-01-d4-random60-s0,F4,4,random60,0.625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-LAB-01-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-LAB-01-d4-random60-s0,F4,4,random60,0.625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.012,3.0,3032.0,1.0
E,INC-F4-T-LAB-01-d4-random60-s0,F4,4,random60,0.625,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0105,3.0,3032.0,1.0
F,INC-F4-T-LAB-01-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0811,18.0,17310.0,2.0
G,INC-F4-T-LAB-01-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-LAB-01-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-LAB-01-d4-random60-s0,F4,4,random60,0.625,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0373,6.0,6286.0,2.0
A,INC-F4-T-LAB-01-d4-targeted-s0,F4,4,targeted,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
B,INC-F4-T-LAB-01-d4-targeted-s0,F4,4,targeted,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,8,8,0,2,0,,,,
C,INC-F4-T-LAB-01-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1,9,8,0,0,2,0,,,,
D,INC-F4-T-LAB-01-d4-targeted-s0,F4,4,targeted,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0127,3.0,3054.0,1.0
E,INC-F4-T-LAB-01-d4-targeted-s0,F4,4,targeted,0.75,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,8,8,0,2,0,0.0119,3.0,3054.0,1.0
F,INC-F4-T-LAB-01-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,0.2,0.5,1.0,0.0,0.0,0.0,0,0,0,0,1,1,5,8,4,0,2,0,0.0598,18.0,17357.0,2.0
G,INC-F4-T-LAB-01-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,0.25,0.625,1.0,0.0,1.0,1.0,0,0,0,0,1,1,4,8,5,0,2,0,,,,
H,INC-F4-T-LAB-01-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4,2,1,1,1,1,1,8,8,1,2,0,,,,
I,INC-F4-T-LAB-01-d4-targeted-s0,F4,4,targeted,0.75,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,21,12,6,1,1,1,1,8,8,1,2,0,0.0385,6.0,6328.0,2.0
